,text,label
268,"LIVE ATTENUATED MEASLES, MUMPS and RUBELLA VACCINE, Freeze- Dried Powder For Injection ( S.C ), VACCINE",Prescription Drug (Rx)
269,"Choriogonadotropin Alfa, Solution for Injection (SC), -",Prescription Drug (RX)
270,"Measles, Mumps and Rubella Vaccine (Live,
Attenuated), Lyophilized Powder for Solution for Injection (IM/SC), -",Prescription Drug (RX)
271,"Clostridium Botulinum Toxin Type A, Lyophilized Powder For Injection, Muscle Relaxant",Prescription Drug (RX)
272,"Diphtheria, Tetanus, Pertussis (Acellular Component) Hepatitis B, Poliomyelitis (Inactivated) and Haemophilus influenza Type B Conjugate Vaccine (Adsorbed), Suspension for Injection (IM), Vaccines",Prescription Drug (RX)
273,"Filgrastim (Recombinant Human Granulocyte Colony Stimulating Factor), Solution For Injection, Hematopoietic Growth Factor",Prescription Drug (RX)
274,"Human Rabie Immunoglobulin, Solution For Injection (IM), Immunoglobulin",Prescription Drug (RX)
275,"Human Tetanus Immunoglobulin, Solution For Injection (IM), Immunoglobulins",Prescription Drug (RX)
276,"Japanese Encephalitis Vaccine (Live, Attenuated), Powder for Suspension for Injection (SC), -",Prescription Drug (RX)
277,"Human Papillomavirus Vaccine [Types 16 and 18] 
(Recombinant, adjuvanted, adsorbed), Suspension for Injection (IM), Vaccine",Prescription Drug (RX)
278,"Poliomyelitis Vaccine (Type 1, 2 and 3) (Inactivated), Suspension for Injection (IM/SC), Vaccines",Prescription Drug (RX)
279,"Epoetin alfa, Solution for Injection (IV/SC), Antianemic Preparations",Prescription Drug (RX)
280,"Enoxaparin Sodium, Solution For Injection (S.C.), Antithrombotic Agent",Prescription Drug (RX)
281,"Epoetin alfa (Recombinant Human Erythropoietin), Solution for Injection (IV/SC), Hematopoietic Growth Factor",Prescription Drug (RX)
282,"Insulin Human (rDNA), Suspension For Injection (S.C.), Antidiabetics",Prescription Drug (RX)
283,"Insulin Human (rDNA), Suspension For Injection (S.C.), Antidiabetics",Prescription Drug (RX)
284,"Trastuzumab Emtansine, Powder For Conc. For Sol'N For Iv Infusion, Monoclonal Antibody",Prescription Drug (Rx)
285,"Trastuzumab Emtansine, Powder For Concentrate For Solution For I.V. Infusion, Monoclonal Antibody",Prescription Drug (RX)
286,"Varicella Virus Vaccine, Live, Lyophilized Powder For Solution 
for Injection (SC), Vaccine",Prescription Drug (RX)
287,"Insulin Lispro (rDNA), Suspension for Injection (SC), -",Prescription Drug (RX)
288,"Clostridium botulinum Type A Toxin, Freeze-Dried Powder for Solution for Injection 
(IM/SC), -",Prescription Drug (RX)
289,"Pegfilgrastim, Solution for Injection (SC), Colony Stimulating Factors",Prescription Drug (Rx)
290,"Humulin N, Suspension For Injection (SC), -",Prescription Drug (RX)
291,"Epoetin Alfa (Recombinant Human Erythropoietin), Solution for Injection (S.C./I.V.), Hematopoietic Growth Factor",Prescription Drug (RX)
292,"Recombinant Human Erythropoietin, Solution For Injection, Hematopoietic Growth Factor",Prescription Drug (RX)
293,"Human Chorionic Gonadotropin, Lyophilized Powder for Solution for Injection (IM), Gonadotrophic Hormone",Prescription Drug (RX)
294,"Recombinant Human Insulin (70% Isophane/30% Soluble), Suspension for Injection (SC), Intermediate-acting Insulin",Prescription Drug (RX)
295,"Insulin Human (rDNA), Suspension for Injection (SC), -",Prescription Drug (RX)
296,"Ustekinumab, Solution for Injection (SC), Interleukin Inhibitors",Prescription Drug (RX)
297,"Menotrophin, Lyophilized Powder for Solution for Injection 
(IM/SC), Gonadotropins",Prescription Drug (RX)
298,"Insulin Lispro, Suspension for Injection (SC), -",Prescription Drug (RX)
299,"Urofollitropin, Lyophilized Powder for Solution for Injection 
(IM/SC), Gonadotropins",Prescription Drug (RX)
300,"Menotrophin, Lyophilized Powder for Solution for Injection (IM/SC), Gonadotrophins",Prescription Drug (RX)
301,"Hepatitis A Vaccine (Live, Attenuated), Vial, -",Prescription Drug (RX)
302,"Diphtheria, Tetanus, Pertussis, Hepatitis B (rDNA) and 
Haemophilus influenzae Type B Conjugate Vaccine 
(Adsorbed), Suspension for Injection (IM), -",Prescription Drug (RX)
303,"Diphtheria, Tetanus, Pertussis, Hepatitis B And Haemophilus Influenzae Type B Conjugate Vaccine (Adsorbed), Suspension for Injection (IM), Vaccines",Prescription Drug (Rx)
304,"Bemiparin sodium, Solution For Injection (SC), Antithrombotic agents",Prescription Drug (Rx)
305,"Bemiparin sodium, Solution For Injection (SC), Antithrombotic agents",Prescription Drug (Rx)
306,"Insulin Glargine, Solution For Injection (Sc), -",Prescription Drug (RX)
307,"Insulin Glargine, Solution For Injection (Sc), -",Prescription Drug (RX)
308,"Lantus Solostar, Solution for Injection (SC), -",Prescription Drug (RX)
309,"Insulin Glargine, Solution For Injection (SC), Antidiabetics",Prescription Drug (RX)
310,"Biphasic Isophane Human Insulin 30/70 (recombinant DNA), Suspension For Injection (Im/Sc), Antidiabetic",Prescription Drug (RX)
311,"Biphasic Isophane Human Insulin 50/50 (Recombinant DNA), Suspension For Injection (Im/Sc), Antidiabetic",Prescription Drug (RX)
312,"Regular Insulin Human (Recombinant DNA), Solution For Injection (Im-Iv-Sc), Antidiabetic",Prescription Drug (RX)
313,"Isophane Insulin Human (Recombinant DNA), Suspension For Injection (Im/Sc), Antidiabetic",Prescription Drug (RX)
314,"Insulin Glulisine, Solution For Injection (SC), -",Prescription Drug (RX)
315,"Biphasic Isophane Insulin (Rdna Origin), Suspension For Injection (Sc), Intermediate acting insulin",Prescription Drug (RX)
316,"Biphasic Isophane Insulin (Rdna Origin), Suspension For Injection (S.C.), Intermediate acting insulin",Prescription Drug (RX)
317,"Biphasic Isophane Insulin (rDNA), Suspension for Injection (SC), Intermediate Acting Insulin",Prescription Drug (Rx)
318,"Regular Insulin Human (Rdna Origin), Suspension For Injection (Sc), Short acting insulin",Prescription Drug (RX)
319,"Regular Insulin Human (Rdna Origin), Solution For Injection (S.C.), Short acting insulin",Prescription Drug (RX)
320,"Isophane Insulin Human (Rdna Origin), Suspension For Injection (Sc), Intermediate acting insulin",Prescription Drug (RX)
321,"Isophane Insulin Human (Rdna Origin), Suspension For Injection (S.C.), Intermediate acting insulin",Prescription Drug (RX)
322,"Insulin Glargine, Solution for Injection (SC), Long-acting Insulin",Prescription Drug (RX)
323,"Insulin Glargine, Solution For Injection (Sc), Long-acting Insulin",Prescription Drug (RX)
324,"Insulin Glargine, Solution For Injection (Sc), Long-acting Insulin",Prescription Drug (RX)
325,"Isophane Insulin Human, Recombinant DNA, Suspension For Injection (Sc), Intermediate-acting Insulin",Prescription Drug (RX)
326,"Isophane Insulin Human, Recombinant DNA, Suspension for Injection (SC), Intermediate-acting Insulin",Prescription Drug (RX)
327,"Heparin Sodium, Solution For Injection, Anticoagulant",Prescription Drug (RX)
328,"Enoxaparin Sodium, Solution for Injection (SC), Antithrombotic Agents",Prescription Drug (Rx)
329,"Enoxaparin sodium, Solution For Injection (SC), Anticoagulant",Prescription Drug (RX)
330,"Enoxaparin sodium, Solution For Injection (Sc), Anticoagulant",Prescription Drug (RX)
331,"Human Albumin, Solution for IV Infusion, -",Prescription Drug (RX)
332,"Filgrastim, Solution for Injection (IV/SC), Colony Stimulating Factors",Prescription Drug (RX)
333,"Filgrastim, Solution For Injection (IV/SC), Colony Stimulating Factors",Prescription Drug (RX)
334,"Filgrastim, Solution For Injection (Iv/Sc), Hematopoietic Growth Factor",Prescription Drug (RX)
335,"Recombinant Alfa-2B, Solution For Injection (Im/Sc), Antineoplastic and Immunomodulating Agents (Interferons)",Prescription Drug (RX)
336,"Human Normal Immunoglobulin, Solution for Infusion IV, Immunoglobulin",Prescription Drug (RX)
337,"Human Normal Immunoglobulin, Solution for Infusion IV, Immunoglobulins",Prescription Drug (RX)
338,"Human Normal Immunoglobulin, Solution for Infusion (IV), Immunoglobulins",Prescription Drug (RX)
339,"Human Normal Immunoglobulin, Solution For Iv Infusion, Immunoglobulins",Prescription Drug (RX)
340,"Human Normal Immunoglobulin, Solution For Infusion (I.V.), Immunoglobulins",Prescription Drug (RX)
341,"Biphasic Isophane Insulin Human (Recombinant DNA Origin), Suspension for Injection (SC)
(30% Regular Insulin Human/70% Isophane Insulin Human), Intermediate-acting Insulin",Prescription Drug (RX)
342,"Insulin Glargine, Powder For Oral Suspension Solution for 
Injection (SC), Antidiabetics",Prescription Drug (RX)
343,"Insulin Glargine, Solution for Injection (SC), Insulins and Analogues",Prescription Drug (Rx)
344,"Human Albumin, Solution For Intravenous Infusion, Plasma Fraction for Specific Use",Prescription Drug (RX)
345,"Human Albumin, Solution For Intravenous Infusion, Blood substitutes and plasma protein fractions",Prescription Drug (RX)
346,"Insulin Glargine, Solution For Injection (SC), -",Prescription Drug (RX)
347,"Enoxaparin Sodium, Solution for Injection (I.V./S.C.), Antithrombotic",Prescription Drug (Rx)
348,"Enoxaparin Sodium, Solution for Injection (I.V./S.C.), Antithrombotic",Prescription Drug (Rx)
349,"Enoxaparin Sodium, Solution For Injection (Iv/SC), Antithrombotic Agent",Prescription Drug (RX)
350,"Enoxaparin Sodium, Solution For Injection (I.V/S.C), Antithrombotic Agent",Prescription Drug (RX)
351,"Isophane Insulin Human, Suspension for Injection (IM/SC), Antidiabetics",Prescription Drug (RX)
352,"Insulin Human (rDNA), Suspension for Injection (IM/SC), -",Prescription Drug (RX)
353,"Insulin Human (rDNA), Solution for Injection (IM/SC), -",Prescription Drug (RX)
354,"Insulin Human (rDNA), Solution for Injection (IM/SC), -",Prescription Drug (RX)
355,"Epoetin Alfa, Solution for Injection (IV/SC), Hematopoietic Growth Factor",Prescription Drug (RX)
356,"Filgrastim, Solution For Injection (IV/SC), -",Prescription Drug (RX)
357,"Peginterferon Alfa-2B, Powder For Solution For Injection (Sc), -",Prescription Drug (RX)
358,"Botulinum Toxin Type A (from clostridium botulinum), Lyophilized Powder For Injection (IM/SC), Muscle Relaxant",Prescription Drug (Rx)
359,"Insulin Human (rDNA), Suspension for Injection (IM/SC), Antidiabetic agents",Prescription Drug (RX)
360,"Epoetin Alfa (Recombinant Human Erythropoietin), Solution for Injection (IV/SC), Antianemic Preparations",Prescription Drug (RX)
361,"Epoetin Alfa (Recombinant Human Erythropoietin), Solution For Injection, -",Prescription Drug (Rx)
362,"Epoetin Alfa, Solution For Injection(IV/SC), Hematopoietic Growth Factors",Prescription Drug (RX)
363,"Epoetin Alfa, Solution For Injection (IV/SC), Hematopoietic Growth Factors",Prescription Drug (RX)
364,"Epoetin Alfa (Recombinant Human Erythropoietin), Solution For Injection (Iv/Sc), -",Prescription Drug (RX)
365,"Rituximab, Concentrate for Solution for Infusion 
(IV), -",Prescription Drug (RX)
366,"Heparin Sodium, Solution for Injection (IV/SC), Antithrombotic agents",Prescription Drug (RX)
367,"Heparin Sodium, Solution For Injection (IV/SC), Antithrombotic agents",Prescription Drug (RX)
368,"Human Normal Immunoglobulin, Solution For Injection (I.V.), Immunoglobulin",Prescription Drug (RX)
369,"Equine Anti-Rabies Immunoglobulin, Solution For Injection I.M, Immunoglobulins",Prescription Drug (RX)
370,"Balanced Multiple Maintenance Solution With 5% Dextrose (See formulation on reverse side), Solution For Iv Infusion, Electrolyte Replenisher",Prescription Drug (RX)
371,"Clobetasol Propionate, Ointment, Corticosteroid",Prescription Drug (RX)
372,"Clobetasol Propionate, Cream, -",Prescription Drug (RX)
373,"Prednisolone (as acetate), Sterile Suspension (Opthalmic Drops), Anti-Inflammatory (Steroidal)",Prescription Drug (Rx)
374,"Furosemide, Tablet, Diuretic",Prescription Drug (RX)
375,"Furosemide (as sodium), Solution For Injection (IV/IM), Diuretic (Sulfonamide)",Prescription Drug (RX)
376,"Sodium Fusidate, Film-Coated Tablet, Antibacterial",Prescription Drug (RX)
377,"Sodium Fusidate, Ointment, Antibacterial",Over-the-Counter (OTC)
378,"Fluocinolone Acetonide + Polymyxin B Sulfate + Neomycin Sulfate, Otic Solution, Corticosteroid/Antibiotic",Prescription Drug (Rx)
379,"Paracetamol, Tablet, Analgesic/Antipyretic",Over-The-Counter (OTC)
380,"Erythromycin (as estolate), Suspension (Oral Drops), Antibacterials (Macrolides)",Prescription Drug (Rx)
381,"Erythromycin (as estolate), Suspension, Antibacterials (Macrolides)",Prescription Drug (Rx)
382,"Lidocaine, Pump Spray, -",Prescription Drug (RX)
383,"Prednisolone + Chlorphenamine Maleate, Tablet, -",Prescription Drug (RX)
384,"Aspirin, Tablet, Antithrombotic",Prescription Drug (Rx)
385,"Chlorphenamine Maleate, Tablet, Antihistamines (Substituted Alkylamine)",Prescription Drug (Rx)
386,"Glutamic Acid + Dicalcium Phosphate + Thiamine Hydrocloride (Vitamin B1) + Cyanocobalamin (Vitamin B12), Tablet, Neurotonic",Over-The-Counter (OTC)
387,"Fluocinolone Acetonide, Topical Cream, -",Prescription Drug (Rx)
388,"Norethisterone, Tablet, Progestogen",Prescription Drug (RX)
389,"Dexamethasone, Tablet, -",Prescription Drug (RX)
390,"Digoxin, Solution for Injection (IM/IV), Cardiac Glycoside",Prescription Drug (Rx)
391,"Digoxin, Elixir (Pediatric/Geriatric), Cardiac Glycosides",Prescription Drug (RX)
392,"Allopurinol, Tablet, Antigout",Prescription Drug (RX)
393,"Vitamin B-Complex + Lysine + Iron, Syrup, -",Over-the-Counter (OTC)
394,"Cefuroxime (as Axetil), Film Coated Tablet, -",Prescription Drug (RX)
395,"Thiamine mononitrate (Vitamin B1) + Pyridoxine hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12), Tablet, Vitamins",Over-the-Counter (OTC)
396,"Guaifenesin, Syrup, -",Over-the-Counter (OTC) Drug
397,"6% Dextran 70 In 0.9% Sodium Chloride, Solution For IV Infusion, Plasma Expander",Prescription Drug (RX)
398,"Balanced Multiple Replacement Solution With 5% Dextrose, Solution For IV Infusion, -",Prescription Drug (RX)
399,"Warfarin Sodium (As Clathrate), Tablet, -",Prescription Drug (RX)
400,"Warfarin Sodium (As Clathrate), Tablet, -",Prescription Drug (RX)
401,"Fusidate Sodium, Ointment in Gauze, Antibacterial (Other Antibiotics For Topical Use)",Prescription Drug (RX)
402,"Betamethasone (As Valerate), Ointment, Corticosteroid",Prescription Drug (RX)
403,"Hyoscine-N-Butyl-Bromide, Solution For Injection (IM/IV/SC), -",Prescription Drug (RX)
404,"Paracetamol, Tablet, Analgesic/ Antipyretic",Over-The-Counter (OTC)
405,"Prednisolone, Cream, -",Prescription Drug (RX)
406,"Aminophylline, Solution For Injection (IV), Antiasthma/Respiratory Stimulant",Prescription Drug (RX)
407,"Atropine (as sulfate), Solution for Injection (IV/SC), Anticholinergics",Prescription Drug (RX)
408,"Dextrose Monohydrate, Solution for I.V. Infusion, ANTI-HYPOGLYCEMIC / CALORIC MEDICINE",Prescription Drug (Rx)
409,"Ephedrine Sulfate, Solution For Injection (Sc/Iv), Sympathomimetic",Prescription Drug (RX)
410,"Epinephrine, Solution for Injection, ADRENERGIC",Prescription Drug (Rx)
411,"Diphenhydramine Hydrochloride, Syrup, Antihistamine",Over-The-Counter (OTC)
412,"Diphenhydramine Hydrochloride, Capsule, Antihistamine",Over-The-Counter (OTC)
413,"Diphenhydramine Hydrochloride, Capsule, Antihistamine",Prescription Drug (RX)
414,"0.9% Sodium Chloride, Solution For Iv Infusion, -",Prescription Drug (RX)
415,"Tranexamic Acid, Solution For Injection (Iv/Im)/ 100 Mg/Ml (250 Mg/2.5 Ml), Antifibrinolytic (Amino Acid)",Prescription Drug (RX)
416,"Betamethasone (as valerate), Cream, Steroidal Anti-Inflammatory/ Anti-Pruritic",Prescription Drug (RX)
417,"Policresulen, Vaginal Suppository, Anti-infective/ Antiseptic",Prescription Drug (RX)
418,"Iron (as ferrous sulfate heptahydrate), Tablet, Hematinic",Over-the-Counter (OTC)
419,"Phenobarbital, Tablet, Anticonvulsants/Antiepileptics",Prescription Drug (RX)
420,"Sodium Bicarbonate, Tablet, Antacids",Over-The-Counter (OTC)
421,"Vitamin B Complex + Vitamin C, Tablet, Multivitamins",Over-the-Counter (OTC) Drug
422,"Benzylpenicillin (as sodium), Sterile Powder For Injection (I.M./I.V.), Antibacterial (Penicillin)",Prescription Drug (RX)
423,"Magnesium Sulfate, Solution for Injection (IM/IV), -",Prescription Drug (Rx)
424,"Magnesium Sulfate Heptahydrate, Solution for Injection (I.M./I.V.), -",Prescription Drug (RX)
425,"Phenylpropanolamine Hydrochloride + Guaifenesin, Syrup, Decongestant / Expectorant",Over-The-Counter (OTC)
426,"Standardized Senna Concentrate, tablet, Laxative",Over-the-Counter (OTC)
427,"Phenylpropanolamine Hydrochloride + Chlorphenamine Maleate + Paracetamol, Tablet, Analgesic/Antipyretic/Nasal Decongestant/Antihistamine",Over-The-Counter (OTC)
428,"Fusidic acid, Cream, Antibacterial",Over-the-Counter (OTC)
429,"Thiamine Hydrochloride (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12), Solution for Injection (I.M.), Vitamin",Prescription Drug (Rx)
430,"Dexamethasone, Tablet, -",Prescription Drug (RX)
431,"Diazepam, Solution For Injection (Im/ Iv), ANXIOLYTIC",Prescription Drug (RX)
432,"Dextromethorphan Hbr + Phenylpropanolamine Hydrochloride + Paracetamol, Capsule, Antitussive/Nasal Decongestant/Analgesic-Antipyretic",Prescription Drug (RX)
