text,entities,lang
"Dahil sa Guaifenesin/ Chlorphenamine Maleate/ Dextromethorphan Hbr/ Phenylpropanolamine, ako ay nakaramdam ng hindi makadumi.","[(9, 87, 'DRUG'), (110, 124, 'ADE')]",filipino
Marami ang nagsabing hindi makadumi ang epekto ng Vincristine sulfate.,"[(50, 69, 'DRUG'), (21, 35, 'ADE')]",filipino
nabalisa ang naramdaman ko matapos ang Hydroxyethyl Starch 130/0.4+ Sodium Chloride.,"[(39, 83, 'DRUG'), (0, 8, 'ADE')]",filipino
namaga ang naramdaman ko matapos ang Comoxi DS.,"[(37, 46, 'DRUG'), (0, 6, 'ADE')]",filipino
Ang nilamig ay isang epekto ng TOPIRAMATE sabi ng doktor.,"[(31, 41, 'DRUG'), (4, 11, 'ADE')]",filipino
"Simula nang ininom ko ang Palonosetron (as hydrochloride), palagi akong kinabahan.","[(26, 57, 'DRUG'), (72, 81, 'ADE')]",filipino
"Dahil sa Belimumab, ako ay nakaramdam ng kinabahan.","[(9, 18, 'DRUG'), (41, 50, 'ADE')]",filipino
Nagka-natuyo ang bibig ako matapos gamitin ang Olmesartan Medoxomil + Hydrochlorothiazide.,"[(47, 89, 'DRUG'), (6, 22, 'ADE')]",filipino
Ang nilamig ay isang epekto ng Paracetamol + Phenylpropanolamine (As Hydrochloride)+ Chlorphenamine Maleate sabi ng doktor.,"[(31, 107, 'DRUG'), (4, 11, 'ADE')]",filipino
Naranasan ko ang sumakit ang kalamnan pagkatapos kong inumin ang Fleicanide Acetate.,"[(65, 83, 'DRUG'), (17, 37, 'ADE')]",filipino
"Simula nang ininom ko ang Ketoprofen, palagi akong namaga.","[(26, 36, 'DRUG'), (51, 57, 'ADE')]",filipino
"Simula nang ininom ko ang Sodium Bicarbonate, palagi akong nahilo.","[(26, 44, 'DRUG'), (59, 65, 'ADE')]",filipino
Si nanay ay nakaranas ng nilagnat pagkatapos uminom ng Divalproex sodium (equivalent to Valproic Acid).,"[(55, 102, 'DRUG'), (25, 33, 'ADE')]",filipino
"Dahil sa Tobramycin (as sulfate) + Dexamethasone (as sodium 
phosphate), ako ay nakaramdam ng nagkapantal.","[(9, 72, 'DRUG'), (95, 106, 'ADE')]",filipino
"Marami ang nagsabing nahilo ang epekto ng Diphtheria, Tetanus, Pertussis, Hepatitis B And Haemophilus Influenzae Type B Conjugate Vaccine (Adsorbed).","[(42, 148, 'DRUG'), (21, 27, 'ADE')]",filipino
Nakaramdam ako ng nasusuka matapos uminom ng Multivitamins Solution For Iv Infusion.,"[(45, 83, 'DRUG'), (18, 26, 'ADE')]",filipino
Nakaramdam ako ng sumakit ang kalamnan matapos uminom ng Alendronic Acid (As Alendronate Sodium Trihydrate).,"[(57, 107, 'DRUG'), (18, 38, 'ADE')]",filipino
Nakaramdam ako ng nasusuka matapos uminom ng Fimasartan potassium + Amlodipine (as besilate).,"[(45, 92, 'DRUG'), (18, 26, 'ADE')]",filipino
Nagka-nilamig ako matapos gamitin ang OXCARBAZEPINE.,"[(38, 51, 'DRUG'), (6, 13, 'ADE')]",filipino
Ang nahirapang huminga ay isang epekto ng Carmellose sodium sabi ng doktor.,"[(42, 59, 'DRUG'), (4, 22, 'ADE')]",filipino
Marami ang nagsabing nahirapang huminga ang epekto ng Vitamin C/ Grape Seed.,"[(54, 75, 'DRUG'), (21, 39, 'ADE')]",filipino
Marami ang nagsabing nasusuka ang epekto ng Glucosamine Sulfate (as Sodium Chloride).,"[(44, 84, 'DRUG'), (21, 29, 'ADE')]",filipino
nagsuka ang naramdaman ko matapos ang Carbocisteine + Sodium Citrate.,"[(38, 68, 'DRUG'), (0, 7, 'ADE')]",filipino
Ang sumakit ang ulo ay isang epekto ng Ascorbic Acid (as Sodium Ascorbate) + Folic Acid + iron (as Ferrous Sulfate) sabi ng doktor.,"[(39, 115, 'DRUG'), (4, 19, 'ADE')]",filipino
"Marami ang nagsabing natuyo ang bibig ang epekto ng Aluminum Hydroxide + Magnesium Trisilicate + 
Simethicone.","[(52, 109, 'DRUG'), (21, 37, 'ADE')]",filipino
Ang nagsuka ay isang epekto ng Amino Acids + Multiviatmins + Minerals sabi ng doktor.,"[(31, 69, 'DRUG'), (4, 11, 'ADE')]",filipino
Si nanay ay nakaranas ng sumakit ang kalamnan pagkatapos uminom ng Betahistine Dihydochloride.,"[(67, 93, 'DRUG'), (25, 45, 'ADE')]",filipino
"Naranasan ko ang nabalisa pagkatapos kong inumin ang Oral Rehydration Salts (Maintenance) Sodium mEq/L, Potassium 20 mEQ/L, Chloride 35mEQ/L, Citrate 30mEQ/L, Dextrose 25g/L.","[(53, 173, 'DRUG'), (17, 25, 'ADE')]",filipino
Ang nahirapang huminga ay isang epekto ng Cefuroxime (as axetil0 sabi ng doktor.,"[(42, 64, 'DRUG'), (4, 22, 'ADE')]",filipino
Nakaramdam ako ng nagkapantal matapos uminom ng Brimonidine Tartrate.,"[(48, 68, 'DRUG'), (18, 29, 'ADE')]",filipino
Marami ang nagsabing nasusuka ang epekto ng Enalapril (as Maleate).,"[(44, 66, 'DRUG'), (21, 29, 'ADE')]",filipino
Nakaramdam ako ng sumakit ang kalamnan matapos uminom ng Carbamazepine.,"[(57, 70, 'DRUG'), (18, 38, 'ADE')]",filipino
"Ang nanghina ay isang epekto ng Hepatitis A (inactivated) and Hepatitis B (rDNA) 
(HAB) Vaccine (adsorbed) sabi ng doktor.","[(32, 106, 'DRUG'), (4, 12, 'ADE')]",filipino
Marami ang nagsabing nahilo ang epekto ng Cefuroxime ( as sodium ).,"[(42, 66, 'DRUG'), (21, 27, 'ADE')]",filipino
Nakaramdam ako ng hindi makadumi matapos uminom ng Dlbs2411 Cinnamomum Burmannii (Nees &amp; T. Nees) Blume (Indonesian Cinnamon Bark).,"[(51, 134, 'DRUG'), (18, 32, 'ADE')]",filipino
Nakaramdam ako ng namaga matapos uminom ng Prednisolone (As sodium Phosphate).,"[(43, 77, 'DRUG'), (18, 24, 'ADE')]",filipino
Si nanay ay nakaranas ng malabo ang paningin pagkatapos uminom ng Azeemycin.,"[(66, 75, 'DRUG'), (25, 44, 'ADE')]",filipino
Ang nabalisa ay isang epekto ng Vancomycin hydrochloride sabi ng doktor.,"[(32, 56, 'DRUG'), (4, 12, 'ADE')]",filipino
"Dahil sa Rabeprazole Sodium, ako ay nakaramdam ng nagsuka.","[(9, 27, 'DRUG'), (50, 57, 'ADE')]",filipino
"Ang nanginginig ay isang epekto ng Thiamine Mononitrate (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin 
(Vitamin B12) sabi ng doktor.","[(35, 141, 'DRUG'), (4, 15, 'ADE')]",filipino
Naranasan ko ang nilamig pagkatapos kong inumin ang Balanced Multiple Maintenance Solution With 5% Dextrose (See formulation on reverse side).,"[(52, 141, 'DRUG'), (17, 24, 'ADE')]",filipino
Nagka-nahilo ako matapos gamitin ang Salbutamol (as sulfate)+ Ipratropium (as bromide).,"[(37, 86, 'DRUG'), (6, 12, 'ADE')]",filipino
"Nakaramdam ako ng nanginginig matapos uminom ng Eucalyptus Oil + Dementholized Mint Oil + Cajuput
Oil + Menthol + Methyl Salicylate + Juniper Oil +
Clove Oil.","[(48, 159, 'DRUG'), (18, 29, 'ADE')]",filipino
"Marami ang nagsabing nahilo ang epekto ng Efavirenz/ Lamivudine/ Tenofovir
Disoproxil Fumarate.","[(42, 94, 'DRUG'), (21, 27, 'ADE')]",filipino
Si nanay ay nakaranas ng hindi makadumi pagkatapos uminom ng Citicoline Sodium.,"[(61, 78, 'DRUG'), (25, 39, 'ADE')]",filipino
Si nanay ay nakaranas ng natuyo ang bibig pagkatapos uminom ng TELMISARTAN.,"[(63, 74, 'DRUG'), (25, 41, 'ADE')]",filipino
"Pagkatapos uminom ng lmatinib (as mesilate), ako'y naging nilamig.","[(21, 43, 'DRUG'), (58, 65, 'ADE')]",filipino
Si nanay ay nakaranas ng nabalisa pagkatapos uminom ng Ademetionine (as butanedisulfonate).,"[(55, 90, 'DRUG'), (25, 33, 'ADE')]",filipino
Marami ang nagsabing nabalisa ang epekto ng CIPROFLOXACIN (as Hydrochloride) DEXAMETHASONE.,"[(44, 90, 'DRUG'), (21, 29, 'ADE')]",filipino
"Pagkatapos uminom ng Bacillus Calmette-Guerin Vaccine (Live, Attenuated), ako'y naging nagtatae.","[(21, 72, 'DRUG'), (87, 95, 'ADE')]",filipino
Marami ang nagsabing nanghina ang epekto ng Telmisartan + Amlodipine(as besilate).,"[(44, 81, 'DRUG'), (21, 29, 'ADE')]",filipino
Marami ang nagsabing nilamig ang epekto ng Ceftriaxone As Sodium.,"[(43, 64, 'DRUG'), (21, 28, 'ADE')]",filipino
Nakaramdam ako ng nanginginig matapos uminom ng Multivitamins + Lysine + Iron.,"[(48, 77, 'DRUG'), (18, 29, 'ADE')]",filipino
"Pagkatapos uminom ng Tobramycin/ Dexamethasone, ako'y naging sumakit ang kalamnan.","[(21, 46, 'DRUG'), (61, 81, 'ADE')]",filipino
"Simula nang ininom ko ang Diphenhydramine Hcl + Phenylpropanolamine Hcl, palagi akong nagtatae.","[(26, 71, 'DRUG'), (86, 94, 'ADE')]",filipino
"Pagkatapos uminom ng Nebivolol (as Hydrochloride), ako'y naging sumakit ang kalamnan.","[(21, 49, 'DRUG'), (64, 84, 'ADE')]",filipino
"Si nanay ay nakaranas ng nagtatae pagkatapos uminom ng Thiamine mononitrate (Vitamin B1) + Pyridoxine hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12) + 
Lysine hydrochloride + Iron.","[(55, 191, 'DRUG'), (25, 33, 'ADE')]",filipino
Si nanay ay nakaranas ng nanghina pagkatapos uminom ng Estradiol Valerate + Dienogest.,"[(55, 85, 'DRUG'), (25, 33, 'ADE')]",filipino
Nakaramdam ako ng nilamig matapos uminom ng Dobutamine (As hydrochloride).,"[(44, 73, 'DRUG'), (18, 25, 'ADE')]",filipino
"Dahil sa Ketotifen (as hydrogen fumarate), ako ay nakaramdam ng nilagnat.","[(9, 41, 'DRUG'), (64, 72, 'ADE')]",filipino
nagtatae ang naramdaman ko matapos ang Zoldac 0.25.,"[(39, 50, 'DRUG'), (0, 8, 'ADE')]",filipino
Marami ang nagsabing nagsuka ang epekto ng Dutasteride.,"[(43, 54, 'DRUG'), (21, 28, 'ADE')]",filipino
Marami ang nagsabing nagsuka ang epekto ng Losartan (As Potassium) / Hydrochlorothiazide.,"[(43, 88, 'DRUG'), (21, 28, 'ADE')]",filipino
"Dahil sa Insulin Aspart, ako ay nakaramdam ng namaga.","[(9, 23, 'DRUG'), (46, 52, 'ADE')]",filipino
"Pagkatapos uminom ng Benzylpenicillin Sodium, ako'y naging nilagnat.","[(21, 44, 'DRUG'), (59, 67, 'ADE')]",filipino
Marami ang nagsabing nasusuka ang epekto ng Sodium Ascorbate + Zinc Sulfate Monohydrate.,"[(44, 87, 'DRUG'), (21, 29, 'ADE')]",filipino
"Pagkatapos uminom ng Multivitamins, ako'y naging nagtatae.","[(21, 34, 'DRUG'), (49, 57, 'ADE')]",filipino
Marami ang nagsabing natuyo ang bibig ang epekto ng Econazole nitrate + Triamcinolone acetonide.,"[(52, 95, 'DRUG'), (21, 37, 'ADE')]",filipino
kinabahan ang naramdaman ko matapos ang Clindamycin (as phosphate).,"[(40, 66, 'DRUG'), (0, 9, 'ADE')]",filipino
Si nanay ay nakaranas ng nilagnat pagkatapos uminom ng Flexcee.,"[(55, 62, 'DRUG'), (25, 33, 'ADE')]",filipino
"Simula nang ininom ko ang Donepezil hydrochloride, palagi akong nasusuka.","[(26, 49, 'DRUG'), (64, 72, 'ADE')]",filipino
"Dahil sa Calcipotriol (as monohydrate) + Betamethasone 
(as dipropionate), ako ay nakaramdam ng sumakit ang ulo.","[(9, 74, 'DRUG'), (97, 112, 'ADE')]",filipino
Ang nagtatae ay isang epekto ng Isoniazid sabi ng doktor.,"[(32, 41, 'DRUG'), (4, 12, 'ADE')]",filipino
"Dahil sa Paracetamol/Vitamin B1/ Vitamin B6/Vitamin B12, ako ay nakaramdam ng hindi makatulog.","[(9, 55, 'DRUG'), (78, 93, 'ADE')]",filipino
"Dahil sa Magnesium (as Sulfate) (Vet.), ako ay nakaramdam ng nagtatae.","[(9, 38, 'DRUG'), (61, 69, 'ADE')]",filipino
"Dahil sa Iron + Folic Acid + Vitamin B -Complex, ako ay nakaramdam ng namaga.","[(9, 47, 'DRUG'), (70, 76, 'ADE')]",filipino
"Dahil sa Lercanidipine, ako ay nakaramdam ng nanginginig.","[(9, 22, 'DRUG'), (45, 56, 'ADE')]",filipino
"Simula nang ininom ko ang Chloramphenicol (As Sodium Succinate), palagi akong nagkapantal.","[(26, 63, 'DRUG'), (78, 89, 'ADE')]",filipino
Nakaramdam ako ng nagkapantal matapos uminom ng Cefixime ( as trihydrate).,"[(48, 73, 'DRUG'), (18, 29, 'ADE')]",filipino
Si nanay ay nakaranas ng malabo ang paningin pagkatapos uminom ng Tropisetron (As Hydrochloride).,"[(66, 96, 'DRUG'), (25, 44, 'ADE')]",filipino
Naranasan ko ang sumakit ang ulo pagkatapos kong inumin ang Balanced Multiple Maintenance Solution With 5% Dextrose (For Adult).,"[(60, 127, 'DRUG'), (17, 32, 'ADE')]",filipino
"Pagkatapos uminom ng Lysozyme Hydrochloride + Pyridoxine Hydrochloride 
(Vitamin B6), ako'y naging nasusuka.","[(21, 84, 'DRUG'), (99, 107, 'ADE')]",filipino
Si nanay ay nakaranas ng nagkapantal pagkatapos uminom ng Perindopril Arginine.,"[(58, 78, 'DRUG'), (25, 36, 'ADE')]",filipino
"Pagkatapos uminom ng Xylometazoline HCI, ako'y naging sumakit ang kalamnan.","[(21, 39, 'DRUG'), (54, 74, 'ADE')]",filipino
"Simula nang ininom ko ang Calfactant, palagi akong nagsuka.","[(26, 36, 'DRUG'), (51, 58, 'ADE')]",filipino
Ang natuyo ang bibig ay isang epekto ng Phenylpropanolamine Hydrochloride + Chlorphenamine Maleate sabi ng doktor.,"[(40, 98, 'DRUG'), (4, 20, 'ADE')]",filipino
Marami ang nagsabing namaga ang epekto ng Docusate Sodium.,"[(42, 57, 'DRUG'), (21, 27, 'ADE')]",filipino
Si nanay ay nakaranas ng nilagnat pagkatapos uminom ng Metformin HCl.,"[(55, 68, 'DRUG'), (25, 33, 'ADE')]",filipino
hindi makadumi ang naramdaman ko matapos ang Basiliximab.,"[(45, 56, 'DRUG'), (0, 14, 'ADE')]",filipino
Ang nahilo ay isang epekto ng Pyrantel Embonate sabi ng doktor.,"[(30, 47, 'DRUG'), (4, 10, 'ADE')]",filipino
Si nanay ay nakaranas ng nahilo pagkatapos uminom ng Glibenclamide.,"[(53, 66, 'DRUG'), (25, 31, 'ADE')]",filipino
Marami ang nagsabing sumakit ang ulo ang epekto ng CISPLATIN.,"[(51, 60, 'DRUG'), (21, 36, 'ADE')]",filipino
"Pagkatapos uminom ng Rifampicin + Isoniazid + Pyrazinamide + Ethambutol 
Hydrochloride, ako'y naging nabalisa.","[(21, 87, 'DRUG'), (102, 110, 'ADE')]",filipino
"Dahil sa Glutathione, ako ay nakaramdam ng nahirapang huminga.","[(9, 20, 'DRUG'), (43, 61, 'ADE')]",filipino
Ang nasusuka ay isang epekto ng Ferrous Sulfate + Folic Acid sabi ng doktor.,"[(32, 60, 'DRUG'), (4, 12, 'ADE')]",filipino
Si nanay ay nakaranas ng sumakit ang kalamnan pagkatapos uminom ng D-Alpha Tocopherol + Lecithin.,"[(67, 96, 'DRUG'), (25, 45, 'ADE')]",filipino
"hindi makadumi ang naramdaman ko matapos ang Alendronic acid (as Alendronate sodium) + 
Cholecalciferol (Vitamin D3).","[(45, 117, 'DRUG'), (0, 14, 'ADE')]",filipino
"Ang natuyo ang bibig ay isang epekto ng Cetirizine Dihydrochloride 
Hydrochloride sabi ng doktor.","[(40, 82, 'DRUG'), (4, 20, 'ADE')]",filipino
Marami ang nagsabing kinabahan ang epekto ng Polymyxin B Sulfate + Bacitracin Zinc + Neomycin Sulfate.,"[(45, 101, 'DRUG'), (21, 30, 'ADE')]",filipino
Nagka-malabo ang paningin ako matapos gamitin ang Butaphosphan + Cyanocobalamin (Vet.).,"[(50, 86, 'DRUG'), (6, 25, 'ADE')]",filipino
"Dahil sa Dexamethasone + Neomycin Sulfate (Equivalent To Neomycin) + Polymyxin B Sulfate, ako ay nakaramdam ng nagsuka.","[(9, 88, 'DRUG'), (111, 118, 'ADE')]",filipino
"Simula nang ininom ko ang Rosuvastatin, palagi akong nahirapang huminga.","[(26, 38, 'DRUG'), (53, 71, 'ADE')]",filipino
Naranasan ko ang kinabahan pagkatapos kong inumin ang Levofloxacin (as lactate).,"[(54, 79, 'DRUG'), (17, 26, 'ADE')]",filipino
"Pagkatapos uminom ng Nebivolol (as Hydrochloride), ako'y naging nagsuka.","[(21, 49, 'DRUG'), (64, 71, 'ADE')]",filipino
Si nanay ay nakaranas ng malabo ang paningin pagkatapos uminom ng Metformin (as Hydrochloride).,"[(66, 94, 'DRUG'), (25, 44, 'ADE')]",filipino
nanghina ang naramdaman ko matapos ang Lapatinib (as distosylate monohydrate).,"[(39, 77, 'DRUG'), (0, 8, 'ADE')]",filipino
Nagka-malabo ang paningin ako matapos gamitin ang Hyoscine N- Butylbromide.,"[(50, 74, 'DRUG'), (6, 25, 'ADE')]",filipino
Nagka-hindi makatulog ako matapos gamitin ang Carvedilol + Ivabradine (as hydrochloride).,"[(46, 88, 'DRUG'), (6, 21, 'ADE')]",filipino
nahilo ang naramdaman ko matapos ang Atorvastatin (as Calcium).,"[(37, 62, 'DRUG'), (0, 6, 'ADE')]",filipino
Marami ang nagsabing nabalisa ang epekto ng Butamirate citrate.,"[(44, 62, 'DRUG'), (21, 29, 'ADE')]",filipino
Marami ang nagsabing nagkapantal ang epekto ng Ethambutol Hydrochloride + Isoniazid + Pyridoxine Hydrochloride.,"[(47, 110, 'DRUG'), (21, 32, 'ADE')]",filipino
nabalisa ang naramdaman ko matapos ang Tetanus Toxoid (Adsorbed).,"[(39, 64, 'DRUG'), (0, 8, 'ADE')]",filipino
"Dahil sa ESOMEPRAZOLE (AS MAGNESIUM TRIHYDRATE), ako ay nakaramdam ng sumakit ang kalamnan.","[(9, 47, 'DRUG'), (70, 90, 'ADE')]",filipino
nasusuka ang naramdaman ko matapos ang Cefixime ( as trihydrate).,"[(39, 64, 'DRUG'), (0, 8, 'ADE')]",filipino
"Simula nang ininom ko ang Levofloxacin  (as Hemihydrate), palagi akong nagsuka.","[(26, 56, 'DRUG'), (71, 78, 'ADE')]",filipino
Nagka-nagtatae ako matapos gamitin ang Clobetasol (As Propionate).,"[(39, 65, 'DRUG'), (6, 14, 'ADE')]",filipino
"Simula nang ininom ko ang Calcium Sennosides, palagi akong hindi makatulog.","[(26, 44, 'DRUG'), (59, 74, 'ADE')]",filipino
"Pagkatapos uminom ng CALCIUM + CHOLECALCIFEROL (VITAMIN D3), ako'y naging nagsuka.","[(21, 59, 'DRUG'), (74, 81, 'ADE')]",filipino
"Pagkatapos uminom ng Omeprazole(As Sodium), ako'y naging hindi makatulog.","[(21, 42, 'DRUG'), (57, 72, 'ADE')]",filipino
Si nanay ay nakaranas ng natuyo ang bibig pagkatapos uminom ng Fentanyl (as citrate) [Fentanyl Citrate 471 mcg equivalent to Fentanyl base 300 mcg].,"[(63, 147, 'DRUG'), (25, 41, 'ADE')]",filipino
"Simula nang ininom ko ang Lamivudine + Zidovudine, palagi akong nanghina.","[(26, 49, 'DRUG'), (64, 72, 'ADE')]",filipino
namaga ang naramdaman ko matapos ang Betamethasone (as Valerate) + Neomycin (as Sulfate).,"[(37, 88, 'DRUG'), (0, 6, 'ADE')]",filipino
Marami ang nagsabing nahirapang huminga ang epekto ng Norepinephrine(As Bitartrate).,"[(54, 83, 'DRUG'), (21, 39, 'ADE')]",filipino
Ang namaga ay isang epekto ng Pemirolast Potassium sabi ng doktor.,"[(30, 50, 'DRUG'), (4, 10, 'ADE')]",filipino
"Simula nang ininom ko ang Phenylephrine hydrochloride + Chlorpheniamine maleate, palagi akong nasusuka.","[(26, 79, 'DRUG'), (94, 102, 'ADE')]",filipino
nagkapantal ang naramdaman ko matapos ang di-alpha Tocopheryl Acetate (Vitamin E) + Selenium Dioxide.,"[(42, 100, 'DRUG'), (0, 11, 'ADE')]",filipino
Marami ang nagsabing nabalisa ang epekto ng Neratinib Maleate.,"[(44, 61, 'DRUG'), (21, 29, 'ADE')]",filipino
Naranasan ko ang nanghina pagkatapos kong inumin ang TRETINOIN + HYDROQUINONE.,"[(53, 77, 'DRUG'), (17, 25, 'ADE')]",filipino
"Dahil sa Cefoperazone (As Sodium), ako ay nakaramdam ng hindi makadumi.","[(9, 33, 'DRUG'), (56, 70, 'ADE')]",filipino
"Dahil sa Gastrodia elata Bl. (Tall Gastrodia) Tuber Extract, ako ay nakaramdam ng kinabahan.","[(9, 59, 'DRUG'), (82, 91, 'ADE')]",filipino
nabalisa ang naramdaman ko matapos ang Cyanocobalamin (Vitamin B12).,"[(39, 67, 'DRUG'), (0, 8, 'ADE')]",filipino
namaga ang naramdaman ko matapos ang Oseltamivir (as Phospate).,"[(37, 62, 'DRUG'), (0, 6, 'ADE')]",filipino
Si nanay ay nakaranas ng nahirapang huminga pagkatapos uminom ng Betamethasone (as dipropionate) + Betamethasone (as) sodium phosphate).,"[(65, 135, 'DRUG'), (25, 43, 'ADE')]",filipino
Nakaramdam ako ng sumakit ang ulo matapos uminom ng Racecadotril.,"[(52, 64, 'DRUG'), (18, 33, 'ADE')]",filipino
"Simula nang ininom ko ang Lactobacillus gasseri + Lactobacillus rhamnosus, palagi akong hindi makadumi.","[(26, 73, 'DRUG'), (88, 102, 'ADE')]",filipino
"Simula nang ininom ko ang Dried Ferrous Sulfate, palagi akong nahilo.","[(26, 47, 'DRUG'), (62, 68, 'ADE')]",filipino
Si nanay ay nakaranas ng nagtatae pagkatapos uminom ng Guaifenesin + Bromhexine Hydrochloride + Salbutamol (as Sulfate).,"[(55, 119, 'DRUG'), (25, 33, 'ADE')]",filipino
Nagka-nagsuka ako matapos gamitin ang Lidocaine + Benzethonium Chloride.,"[(38, 71, 'DRUG'), (6, 13, 'ADE')]",filipino
"Dahil sa Sodium Bicorbonate, ako ay nakaramdam ng nahirapang huminga.","[(9, 27, 'DRUG'), (50, 68, 'ADE')]",filipino
nilamig ang naramdaman ko matapos ang Paracetamol + Phenylpropanolamine Hydrochloride + Chlorphenaamine Maleate.,"[(38, 111, 'DRUG'), (0, 7, 'ADE')]",filipino
Ang nagtatae ay isang epekto ng Zinc (As Sulfate Monohydrate ) sabi ng doktor.,"[(32, 62, 'DRUG'), (4, 12, 'ADE')]",filipino
Marami ang nagsabing sumakit ang kalamnan ang epekto ng Omeprazole                     (As Sodium).,"[(56, 98, 'DRUG'), (21, 41, 'ADE')]",filipino
"Pagkatapos uminom ng Fentanyl (as citrate) [Fentanyl Citrate 628 mcg equivalent to Fentanyl base 400 mcg], ako'y naging nasusuka.","[(21, 105, 'DRUG'), (120, 128, 'ADE')]",filipino
Nagka-nagsuka ako matapos gamitin ang Ascorbic Acid+ Zinc.,"[(38, 57, 'DRUG'), (6, 13, 'ADE')]",filipino
"Nagka-sumakit ang ulo ako matapos gamitin ang Amlodipine (as Besylate) + Valsartan ++ 
Hydrochlorothiazide.","[(46, 106, 'DRUG'), (6, 21, 'ADE')]",filipino
"Simula nang ininom ko ang Calcium + Minerals + Cholecalciferol (Vitamin D3), palagi akong malabo ang paningin.","[(26, 75, 'DRUG'), (90, 109, 'ADE')]",filipino
Nakaramdam ako ng nasusuka matapos uminom ng Perindopril (as arginine) + Amlodipine (as besilate).,"[(45, 97, 'DRUG'), (18, 26, 'ADE')]",filipino
kinabahan ang naramdaman ko matapos ang PANTOPRAZOLE (AS SODIUM).,"[(40, 64, 'DRUG'), (0, 9, 'ADE')]",filipino
"Simula nang ininom ko ang Empagliflozin + Metformin hydrochloride, palagi akong nanginginig.","[(26, 65, 'DRUG'), (80, 91, 'ADE')]",filipino
Nagka-malabo ang paningin ako matapos gamitin ang Imatinib (as Mesilate).,"[(50, 72, 'DRUG'), (6, 25, 'ADE')]",filipino
kinabahan ang naramdaman ko matapos ang Darifenacin (As Hydrobromide).,"[(40, 69, 'DRUG'), (0, 9, 'ADE')]",filipino
"Simula nang ininom ko ang Triamcinolone acetonide, palagi akong hindi makadumi.","[(26, 49, 'DRUG'), (64, 78, 'ADE')]",filipino
nagtatae ang naramdaman ko matapos ang Retinol (as palmitate) (Vitamin A).,"[(39, 73, 'DRUG'), (0, 8, 'ADE')]",filipino
Naranasan ko ang natuyo ang bibig pagkatapos kong inumin ang Ascorbic Acid + Zinc + Colecalciferol (Vitamin D3).,"[(61, 111, 'DRUG'), (17, 33, 'ADE')]",filipino
Nakaramdam ako ng nagkapantal matapos uminom ng Multivitamins + Minerals + Ginseng + Royal Jelly.,"[(48, 96, 'DRUG'), (18, 29, 'ADE')]",filipino
"Nagka-nagkapantal ako matapos gamitin ang Erythromycin
(As Ethylsuccinate).","[(42, 75, 'DRUG'), (6, 17, 'ADE')]",filipino
nasusuka ang naramdaman ko matapos ang Ciprofloxacin (As Hydrochloride) + Fluocinolone Acetonide.,"[(39, 96, 'DRUG'), (0, 8, 'ADE')]",filipino
Si nanay ay nakaranas ng nahirapang huminga pagkatapos uminom ng Avanafil.,"[(65, 73, 'DRUG'), (25, 43, 'ADE')]",filipino
"Pagkatapos uminom ng Ketoanalogies + Essential Amino Acids, ako'y naging nabalisa.","[(21, 58, 'DRUG'), (73, 81, 'ADE')]",filipino
"Simula nang ininom ko ang Palonosetron (As Hydrochloride), palagi akong sumakit ang ulo.","[(26, 57, 'DRUG'), (72, 87, 'ADE')]",filipino
